unique_input_record_identifier	input_title	input_writers	input_performers
7AfBE1UDOoBYk67CE86cnY	Bewitched, Bothered and Bewildered	Lorenz Hart,Richard Rodgers	Benny Carter,Oscar Peterson Quartet
0aKQC9e91ZqaWlBPVPkI1N	Indifferentemente	S. Mazzocco,U. Martucci	Sal Da Vinci
4FnKoHkTMjF50lZgzJ97wY	Eleanor 60	Alexander Manzano	Alexander Spit
43VODMHKJ75ocmUC66ssvK	Cut You In	Jerry Cantrell	Jerry Cantrell
4oT0MlQijy24U5FBSDTr69	Ricky Bobby	Romvn	Romvn
5IO5VgbqK6i4kEVLtjbbZZ	Born To Kill	Joel O'Keeffe,Ryan O'Keeffe	Airbourne
6fO89POwgsJbDj8Wn1mCmt	Confident Journey	Craig Walker,Martin Eyerer	Craig Walker,Martin Eyerer
4RN9ngy6irGId8ZJocsADB	Birds	Dan Carey,EmilÃ­ana Torrini	EmilÃ­ana Torrini,The Colorist Orchestra
2p1dSZMEKvocJ0KNixe5v8	Bold and Black	Eddie Harris	Ramsey Lewis Trio
616iKp4C8dXRN9hxpeHKeq	Stage II (å±åãååº«)	Capcom Sound Team	Capcom Sound Team
7uNNjZQSmyZuJ64YL1YfAN	Goodbye Girl	David Gates	David Gates
6holGuk1jKHTdWyWBOZi8l	My Generation	Fred Durst,John Otto,Leor Dimant,Samuel Rivers,Wes Borland	Limp Bizkit
3TRS4s3nKghYBRN0A96Bxo	So Sad	Barry Reynolds,Marianne Faithfull,Stephen David York	Marianne Faithfull
45RvCCiZVCsm7IREzpzJxx	My Prayer	Jimme O'Neill	The Silencers
1UPPZqnsMpVsc0ZNHmOMXe	I'm Leaving feat. Anthony Mills	Ben Chijioke,Drew Horley	Ty
74ytfnp18eIMQ235LndARF	7/8 Not Too Late	William Barton	William Barton
64kKPXrENKTvpzxl0qLaBD	Sunday Kind Of Love	Anita Leonard,Barbara Belle,Louis Prima,Stan Rhodes	Charles Brown
7Aeo5Qxsmb1A8g9TLB2Hdg	Hou My Vas	Johan Ferreira	Joe F
1G7AYvz95ouZmRlMYna97i	The Channel	Fred Durst,John Otto,Sam Rivers,Wes Borland	Limp Bizkit
408h4oa9ryr44YGJqJmdDP	Piano Concerto No. 1 in C Major, Op. 15 : 3. Rondo (Allegro scherzando)	Ludwig van Beethoven	Ludwig van Beethoven,Steven Lubin
667tbVZvnYHOyDOFbEZtnV	Operation Margarine	Gareth Roberts,Joe Forshaw	Man & The Echo
2eqWp5xGwegOPMxQSA1CJS	The Ghosts	Murray Gold	Murray Gold
47H8NFQgMR0mAX6eiJSc5r	Hacked My Instagram	Jordan Jenks	Piâerre Bourne
10mt6qEMgy09wrkYSSMDve	O Rahi Re	Javed Akhtar,Shankar-Ehsaan-Loy	Shankar Mahadevan
72pCDs1X22MUO8zTTazm8r	Baby Hold On To Me (Slow Jams Version)	Edwin Nicholas,Gerald Levert	Gerald Levert & Eddie Levert
2JCUUOXc042Sso3bke1nNT	Best Times	Kenneth Crouch,Renee Geyer	Renee Geyer
0zg9Szskaf0GRfljxk3fr7	Spring Music	Lucy Simon,Marsha Norman	The Secret Garden - Original London Cast
76s6kLtOexp16pNNedVS8l	Freedom Fighters	D Washington	Delroy Washington
0aYv4f0mxsMKdeHmeucT8I	The Left-Sock Thievers	Eugene Poddany,Marty Gold	Dr. Seuss
6Db0hvSEfFSYUpunsDUVPT	Superman	Mary Chapin Carpenter	Mary Chapin Carpenter
5CGJ8rHpXBYgn9IpXOUh00	A Glimpse Of Happiness	John Lunn	The Chamber Orchestra Of London
46xlEXt0Jc5VHGYLG2HlpZ	Aviation	Alex Turner,Miles Kane	The Last Shadow Puppets
4VVjzMHobLHTJES2J75jBv	Kontaminazione	E. Bigi,P. D'Errico	Bossa Nostra
5z0fDP6XZqF2uTJHQpjDnJ	Soft Hand	Fisher	Willard Grant Conspiracy
79U2Ec6M3fNVPuRVJFi3nZ	Wrong Reasons	Antonio Nunzio Catania,Ernest Bordon	EbGb
3ESWV2FpjPxGMsRF256o0W	Trendsetter (feat. Jake La Furia)	F. Vigorelli,R. Nonnis,Vacca	Vacca
5eVeezFaMVuqb1dCd2bAxV	Settle	Jock Nowell Usticke,Sinead Harnett	BAYNK
6IMjyamFERATUl9cBGWAIm	"Nadaan Parinde (From ""Rockstar"")"	A.R. Rahman,Irshad Kamil	A.R. Rahman,Mohit Chauhan
4tqZI7fMIfmMtJhOpJc0ub	The Hideout	Olivier Deriviere	Olivier Deriviere
5uTqwNSbplQbBN6TtJsLSA	Mirror	Amelia Warner	Amelia Warner
7Giz6uMptRmYf6x4VFIKG9	Mamma Got Ass	Terius Gray	Juvenile
3Ar2st6ETkOCY3JVZOZBPU	Wavybone (feat. A$AP Rocky, Juicy J, and Bun B)	Bernard James Freeman,Chad Lamont Butler,Edward Randle,HÃ©ctor Delgado,Jordan Michael Houston,Lawrence Seymour,Leroy Williams Jr.,Rakim Mayers,Willie Mitchell,Yvonne Mitchell	Pimp C
6EXEWhREq79bDFcHxKMSkw	Piosenka na Przebudzenie	Jerzy DobrzyÅski,Zbigniew Ksiazek	Andrzej Zaucha
1qfk9NyUG0KqoRL7o59cAE	No No No	Dawn Penn	Black Uhuru
5neS6KQwTVT4tNq1gGT7ry	Unlikely Angel	Dolly Parton	Dolly Parton
5WdONyOfrALyuTmaZr9T2k	Wise Men Say	Flevans	Flevans
7eiWqPqKvrXme0LsaoXxow	Masques	Claude Debussy	Jean-Efflam Bavouzet
79zdfO9aDjUkAgRVxwJthx	Love Don't Come Easy	John Lodge	The Moody Blues
2C2usXUC6XJaqYR2XtLEa1	Rabba	Ajay Singha,Dev Kohli,Shekhar Ravjiani,Vishal Dadlani	Himani,Vishal-Shekhar
6cFGVTD3wavRKIwJALQJLW	Untitled	Raks,Seakboa,Vusi Mahlasela	Vusi Mahlasela
2g8u6nukn56yxEF1FthamV	The Eternal Live	Alex Holmgren,Dominic Rodrigez,Richard Garcia,Takahiro Nishijima	Nissy
2qsPNPjTaEn9YCbufo1pLl	Beat It	Richard Cheese & Lounge Against The Machine,originally by Michael Jackson	Richard Cheese
5ohTs32Q3E1S82ycjLGgCy	Easy to Be Hard	Galt MacDermot,Gerome Ragni,James Rado	Sergio Mendes & Brasil '66
7FC0tpjQ44hmlrRLD3s9s8	Za sva vremena	B. OpaÄiÄ,S. Simic Kamba	Amadeus Band
7rM1NcHTjNqlw9c7q58bUz	Wanted	Fulton,Steele	Anne Murray
4zjPqvs74EE9fOeJ0ZOcaB	Nadie Te AmarÃ¡	"Aldrin MartÃ­nez,Andy Clay,Gustavo ""Guss"" Alberto"	CD9
2jUiweVKAh2zatq2tWiA74	If I Needed You	Townes Van Zandt	Guy Clark
6hF3Bbk99h1SRzJnIkqmkG	Catherine alÃ©pÃ©e	Jean-Paul WabotaÃ¯	Jean-Paul WabotaÃ¯
6pmG5vknurSjmsk8sg6KNp	The Cokey Cokey	J Kennedy	Victor Silvester
5sZnALI7WqlhevAB55Ffp4	Autopilot	Jason Boland,Mark Prendergast,Stephen Garrigan,Vincent May	Kodaline
4sCwz7Uaj5RQckpKrleKH4	Alone Every Night	Blake Trenorden,Lucas Cooper,Nikolaos Galanopoulos,Richie Mould	Queen of Darts
4gXtFuhEJ20bq9c81XKCx0	Time Again	Carl Palmer,Geoff Downes,John Wetton,Steven Howe	Asia
3H7uTJZOJa16Gyq9FhMdPZ	Tecumtha	Andreas Cremer,Philipp Handke	Chilled Lounge CafÃ©
0CUgrezEJ9dCq79KOaDqUn	Manga	Dan Leavers,Max Hallett	Soccer96
0sm87WXOrhFUhatKOCrHvG	Idul Fitri	Teuku Adi Fitrian	Tompi
6BKCGe8qWqTkK0GYyrTDUp	Lift Him Up	Gerald Robinson	Byron Cage
6PE6uqN2lXPjiJdq8lB88v	Morning Ride	George Veikoso	Fiji
7GLA5lGHm7iIoyrpOD3JNF	Ya Tafida	Ziad Boutros	George Nehme
3KXfXZNNGdYUmHbDOCCLeK	La notte vola	Silvio Capitta Marco Salvati Vessicchio	Lorella Cuccarini
3OnTbmu6TDe550QOz75Ee9	Shake It and Break It	Clark,Qually	Sidney Bechet and His New Orleans Feetwarlers
4N0dGiQNY1HGvAaYsVu2l0	"Stranger In Paradise - From ""Kismet"""	Alexander Borodin,Alexander Glazunov,George Forrest,Nikolai Rimsky-Korsakov,Robert Wright	Jonathon Welch,Stephen Blackburn
0vcbecU7yoJuChc7a8WPgY	Trio V en Sol Mineur pour violon, viole et basse continue, TWV 42:g1 (Sechs Trios, Francfort 1718): IV. Allegro	Georg Philipp Telemann	Benjamin Perrot,Florence Bolton,La RÃªveuse
2MDhTF2YzcbXFrTR5S67tx	Living Waters	Ed Cash,Kristyn Getty	Keith & Kristyn Getty Kids
5bCQojVRtIgnI3cJnzLy0Y	Too Much Birthday	C. Portugal,M. Turner	People Under The Stairs
44Nyq6PqtAoHwxZ0jzA6aw	I Can't Stop Loving You (Live 1962)	Don Gibson	Ray Charles
7tKb0MiXF2hV93yVjes4uN	Shaneera	Fatima Al Qadiri	Fatima Al Qadiri
74o9JKV3a4Gi0ttc3MFV8G	Love Hurts	Boudleaux Bryant	Gram Parsons
7qAr0wJEvjadWyqQbTt50O	Story of Mine	Flavio De Martino	Jay Uf
5LFYNuqX7XMi6MW6SoOteK	Squirt (Instrumental)	Necro	Necro
5YltBVXeXIfkMXXy3JwP8T	Anytime	Nicolosi	Novecento
6WFjQiXCpJ9GjXjwvzSa6x	All For Love	Rita MacNeil	Rita MacNeil
5IsCxVtbVpltLG3TuFozgA	We Trying to Stay Alive	Additional lyrics by: J. Forte,Additional lyrics by: N. Jean,Additional lyrics by: S. Michel,Barry Gibb,Maurice Gibb,Robin Gibb	Wyclef Jean
1ECEzo4FrcQ6zjkbetkP8m	We Can't Rewind	Nicholas	Feeder
4rZfcDF7jSdMIqimxPjKNO	Won My Heart	Zachary Cheatham	Gateway Worship
5EmjBlrR2TzVzyveICMllj	Dirty Deeds	Angus Young,Malcolm Young,Ronald Scott	Joan Jett & The Blackhearts
7xkwW2qUw5KmcmvKY01mGR	Annie	Eric Clapton,Kit Lambert,Ronnie Lane	Pete Townshend,Ronnie Lane
7o3g9Jz8PMAHHuQyTLdGGO	Fortunate Son	John Fogerty	Shannon Noll
3V6VolGV0BpuVKiBiBMNaL	Poo Poo Pee Pee Doo Doo Wee Wee Shitfuk	Friendly Fire Distro	Sikfuk
7LgDTnjm1rS5EzNsJXUMQ0	Land of the Lost	J.Houston,L. Mitchell,P. Beauregard,P.Houston,R. Cooper	Three 6 Mafia
5Z1ki112ulzbyyYBl7fG1U	Symphony No. 18 in F Major, K. 131: II. Andantino grazioso	Wolfgang Amadeus Mozart	Jaap Ter Linden,Mozart Akademie Amsterdam
1vs9WljU2zygg0UD9dIGbO	Shine A Light	Keith Richards,Mick Jagger	AG
3L3npLNJyla2FsTinTxaDR	Ne O Aa Gayya	Lal Chand Yamla Jatt	Lal Chand Yamla Jatt
3UTTiE8atYk8BELRUW4Gq0	Dub Stavros	K Pollard,P N Murphy	Mudd & Pollard
4odVLTG6ocl3GnJaFM2WQ5	Blue Vacation	Andrew McMahon in the Wilderness	Andrew McMahon in the Wilderness
0pJSeDfoiE8IuFaw3LDbsv	One Night in Reno	Devin Abrams,Evan Short,Matt Harvey	Concord Dawn
0JUHr6bn9634ZvEKG0gyBG	Colonial Sketch No. 1	Paul Grabowsky	Paul Grabowsky Trio
7Cptelyl7UEZ1bS4t7rJy8	Bahd Baddo Baddest	Folarinde Falana	DaVido,Falz,Olamide
4niIuTPuW9SmuHJaY1flb6	I Am a Machine (Motivational Speech V2.0)	Nicholas Macri	Fearless Motivation
6DYd53orMCJP6dNs0hPGen	Trio For Violin, Violoncello And Piano	Harrison Birtwistle	Adrian Brendel,Lisa Batiashvili,Till Fellner
1TPIxA7v09KJTpLwk070Ag	Pretty World Recessional	Richard Samuel Baker	Sam Baker
2NRmyB5womBJjYuXo2t1dd	Close Minded	D. Franklin,M. Riga,P. Famula,P. Tabbot,T. Hamilton	Vision
2KropDTIM3SrKLSkvsqkRJ	Guzzler (Kill Light Remix)	Florian Senfter	Zombie Nation
3WkrPV7JTQZA6Bciqy7rvf	Alleluia	Alberto Rivera,Kimberly Rivera	Alberto Rivera,Kimberly Rivera
3rKWG5xFNUhwLDpCkdTBrj	Diphonic Water	Geoffrey Secco	Geoffrey Secco
24dgc0OPUbQMg8n7fBCtRn	Soul to Skin	Adam Longman Parker,Ian Ellerker,Kristy Clark,Olsi Rama	VTR
10eGmtPvyjSIuvItIqwkU0	La casa sul lago	Ennio Morricone	Ennio Morricone
4c31P6y756KIwyeqcUxrm3	Heartly Matters	KristÃ­n Anna	KristÃ­n Anna
5dYjeZvOW93FuVIB86SJe6	Zen Peace	Sacchetto G.	Wellbeing Zone
33CcEEyHRkwUp35CCoJz8n	The Demon	Thomas Detert	6.6.6.
0Eng4x1XF8mCJCGpRsvIyd	Island in Space (Dona Nobis Pacem)	Kirke Mechem	Chanticleer
4A9SATvoRz1dQKoNDGwqTX	Episode	John Maus	John Maus
5krsJD8NuXpYyHaYYI03ka	Restless	Jeremy Stover,Willie Mack	Sara Evans
6wz5BtljPUazspEzFd83kY	Any Day Now	Dominic Thomas	Whyte Horses
5GX8tkDLPgNOtpY9JqdO1X	Dang Me	Brad Paisley,Roger Miller	Brad Paisley
3DGi3K3Gqbp6qRHbh5YkCx	Another Day, Another Heartache	Howard Greenfield,Neil Sedaka	Neil Sedaka
45bpUQf5ryeZTvBpFThetR	Waymaker (Live)	OSINACHI KALU	Sinach
